"","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"705","Uruguay","Defensa","-DC-DL-DR-MR-",182,77,"Martín","Cáceres",1987-04-06 19:00:00,15,"D(CLR),M(R)","Defender (Center, Left, Right) / Midfielder (Right)","Martín Cáceres",27,1,0,0,0,0,0,0,0,29,14,0,3,2,2,2,0,1,1,0,0,0,0,0,1,2,0,2,1,4,0,6,3,0,0
"699","Uruguay","Arquero","-GK-",190,74,"Fernando","Muslera",1986-06-15 19:00:00,9,"GK","Goalkeeper","Fernando Muslera",28,1,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,5,0,0
"189","Colombia","Delantero",NA,181,73,"Teófilo","Gutiérrez",1985-05-16 19:00:00,5,"FW","Forward","Teófilo Gutiérrez",29,1,0,0,0,0,0,0,1,20,15,1,5,0,0,1,0,0,1,3,0,1,0,2,0,1,1,0,1,0,0,-1,0,1,1
"51","Australia","Defensa",NA,191,75,"Ryan","McGowan",1989-08-14 19:00:00,5,"D","Defender","Ryan McGowan",24,1,0,0,0,0,0,0,1,45,37,0,1,5,0,1,0,4,2,0,0,0,0,2,1,2,0,1,3,1,0,4,2,0,0
"342","Germany","Defensa","-DR-MC-ML-MR-",186,72,"Kevin","Großkreutz",1988-07-18 19:00:00,20,"D(R),M(CLR)","Defender (Right) / Midfielder (Center, Left, Right)","Kevin Großkreutz",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","Uruguay","Defensa","-DL-ML-",182,80,"Álvaro","Pereira",1985-11-27 19:00:00,2,"D(L),M(L)","Defender (Left) / Midfielder (Left)","Álvaro Pereira",28,1,0,0,0,0,0,0,0,30,18,1,1,7,4,0,0,3,3,0,0,1,0,0,0,2,0,1,0,1,0,7,2,1,1
"112","Bosnia-Herzegovina","Defensa",NA,179,71,"Avdija","Vrsajevic",1986-03-05 19:00:00,20,"D","Defender","Avdija Vrsajevic",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"620","Russia","Arquero","-GK-",192,92,"Sergei","Ryzhikov",1980-09-18 19:00:00,22,"GK","Goalkeeper","Sergei Ryzhikov",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","Honduras","Mediocampo","-DMC-",178,71,"Wilson","Palacios",1984-07-28 19:00:00,15,"DM(C)","Defensive Midfielder (Center)","Wilson Palacios",29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"141","Cameroon","Defensa","-DC-",184,86,"Aurélien","Chedjou",1985-06-19 19:00:00,3,"D(C)","Defender (Center)","Aurélien Chedjou",28,1,0,1,0,0,0,0,0,19,15,0,1,2,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"327","Germany","Mediocampo","-MC-ML-MR-",182,78,"Toni","Kroos",1990-01-03 19:00:00,5,"M(CLR)","Midfielder (Center, Left, Right)","Toni Kroos",24,1,0,0,0,0,0,0,0,99,89,0,2,4,0,1,0,1,1,3,0,0,0,2,0,4,0,2,0,10,2,12,10,1,0
"685","Switzerland","Delantero","-FW-",175,74,"Mario","Gavranovic",1989-11-23 19:00:00,18,"FW","Forward","Mario Gavranovic",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"609","Russia","Mediocampo","-MC-ML-MR-",173,64,"Oleg","Shatov",1990-07-28 19:00:00,11,"M(CLR)","Midfielder (Center, Left, Right)","Oleg Shatov",23,1,0,1,0,0,0,0,0,31,26,2,2,1,0,0,0,1,2,1,1,0,0,3,1,1,0,0,1,1,0,2,1,0,0
"537","Netherlands","Defensa","-DR-",185,80,"Daryl","Janmaat",1989-07-21 19:00:00,8,"D(R)","Defender (Right)","Daryl Janmaat",24,1,0,0,0,0,0,0,0,36,30,0,1,1,3,4,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,1
"67","Australia","Mediocampo","-DMC-",182,76,"James","Holland",1989-05-14 19:00:00,21,"DM(C)","Defensive Midfielder (Center)","James Holland",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","Greece","Delantero","-FW-",188,86,"Kostas","Mitroglou",1988-03-11 19:00:00,13,"FW","Forward","Kostas Mitroglou",26,1,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"369","Greece","Defensa","-DMC-",175,68,"Giannis","Maniatis",1986-10-11 19:00:00,1,"DM(C)","Defensive Midfielder (Center)","Giannis Maniatis",27,1,0,0,0,0,0,0,0,27,19,3,0,3,2,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"198","Colombia","Mediocampo",NA,177,77,"Alexander","Mejía",1988-07-10 19:00:00,14,"M","Midfielder","Alexander Mejía",25,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708","Uruguay","Delantero","-FW-",185,70,"Abel","Hernández",1990-08-07 19:00:00,18,"FW","Forward","Abel Hernández",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"566","Nigeria","Mediocampo","-AMC-AML-AMR-",177,75,"Victor","Moses",1990-12-11 19:00:00,14,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Victor Moses",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606","Russia","Defensa","-DL-DR-",176,74,"Andrey","Eshchenko",1984-02-08 19:00:00,8,"D(LR)","Defender (Left, Right)","Andrey Eshchenko",30,0,1,0,0,0,0,0,0,11,10,0,1,0,1,0,1,2,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"713","Uruguay","Arquero",NA,181,75,"Rodrigo","Muñoz",1982-01-21 19:00:00,23,"GK","Goalkeeper","Rodrigo Muñoz",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Belgium","Delantero","-AMC-AML-AMR-",173,74,"Eden","Hazard",1991-01-06 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Eden Hazard",23,1,0,0,0,0,0,0,1,34,26,0,2,0,0,1,0,0,0,2,0,0,0,4,8,2,0,3,3,1,0,1,1,0,0
"510","Mexico","Defensa","-DC-",184,81,"Héctor","Moreno",1988-01-16 19:00:00,4,"D(C)","Defender (Center)","Héctor Moreno",26,1,0,0,0,0,0,0,0,29,24,1,0,3,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"701","Uruguay","Mediocampo","-AML-AMR-",174,71,"Nicolás","Lodeiro",1989-03-20 19:00:00,11,"AM(LR)","Attacking Midfielder (Left, Right)","Nicolás Lodeiro",25,1,0,1,0,0,0,0,0,32,22,0,1,5,0,2,0,0,3,0,0,0,0,2,0,0,0,1,2,0,0,2,1,1,0
"540","Netherlands","Mediocampo","-AMC-",173,69,"Georginio","Wijnaldum",1990-11-10 19:00:00,11,"AM(C)","Attacking Midfielder (Center)","Georginio Wijnaldum",23,0,1,0,0,0,0,0,0,2,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"135","Brazil","Arquero","-GK-",190,80,"Jefferson","de Oliveira Galvao",1983-01-01 19:00:00,20,"GK","Goalkeeper","Jefferson",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","Italy","Delantero","-AML-AMR-FW-",189,88,"Mario","Balotelli",1990-08-11 19:00:00,9,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Mario Balotelli",23,1,0,0,1,0,0,0,0,12,12,0,4,0,0,4,0,0,0,3,1,0,0,0,3,0,3,2,0,0,0,2,2,0,0
"34","Argentina","Arquero","-GK-",192,83,"Sergio","Romero",1987-02-21 19:00:00,11,"GK","Goalkeeper","Sergio Romero",27,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"169","Chile","Mediocampo","-DR-MC-MR-",177,72,"Mauricio","Isla",1988-06-11 19:00:00,8,"D(R),M(CR)","Defender (Right) / Midfielder (Center, Right)","Mauricio Isla",26,1,0,0,0,0,0,0,0,34,23,0,1,1,1,0,0,2,0,1,0,1,0,0,0,2,1,0,0,0,0,6,2,0,0
"584","Portugal","Arquero","-GK-",180,80,"Antonio Alberto","Bastos Pimparel",1982-04-30 19:00:00,9,"GK","Goalkeeper","Beto",32,1,0,0,0,0,0,0,0,16,15,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
"595","Portugal","Arquero","-GK-",187,84,"Eduardo","Dos Reis Carvalho",1982-09-18 19:00:00,20,"GK","Goalkeeper","Eduardo",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","Italy","Mediocampo","-AMC-AML-AMR-",180,70,"Antonio","Candreva",1987-02-27 19:00:00,8,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Antonio Candreva",27,1,0,1,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
"6","Algeria","Mediocampo","-AML-AMR-",177,71,"Sofiane","Feghouli",1989-12-25 19:00:00,6,"AM(LR)","Attacking Midfielder (Left, Right)","Sofiane Feghouli",24,1,0,0,0,0,0,0,1,43,32,1,2,0,1,1,0,0,1,1,0,0,0,3,2,1,0,1,1,2,0,1,0,1,0
"82","Belgium","Mediocampo","-AMC-AML-",187,80,"Nacer","Chadli",1989-08-01 19:00:00,13,"AM(CL)","Attacking Midfielder (Center, Left)","Nacer Chadli",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511","Mexico","Defensa",NA,178,66,"Miguel","Layún",1988-06-24 19:00:00,5,"D","Defender","Miguel Layún",25,1,0,0,0,0,0,0,0,29,19,0,1,1,1,1,0,4,1,2,0,0,0,2,0,1,0,3,0,4,2,6,4,0,0
"69","Australia","Arquero","-GK-",192,81,"Mitchell","Langerak",1988-08-21 19:00:00,23,"GK","Goalkeeper","Mitchell Langerak",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","Australia","Arquero",NA,188,91,"Eugene","Galekovic",1981-06-11 19:00:00,20,"GK","Goalkeeper","Eugene Galekovic",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","Mexico","Delantero","-FW-",173,62,"Javier","Hernández",1988-05-31 19:00:00,15,"FW","Forward","Javier Hernández",26,0,1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
"548","Netherlands","Mediocampo","-MC-",188,79,"Leroy","Fer",1990-01-04 19:00:00,19,"M(C)","Midfielder (Center)","Leroy Fer",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","Greece","Mediocampo","-MC-",191,86,"Panagiotis","Tachtsidis",1991-02-14 19:00:00,21,"M(C)","Midfielder (Center)","Panagiotis Tachtsidis",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","Chile","Delantero","-AMC-AMR-FW-",175,69,"Eduardo","Vargas",1989-11-19 19:00:00,7,"AM(CR),FW","Attacking Midfielder (Center, Right) / Forward","Eduardo Vargas",24,1,0,1,0,0,0,1,0,23,18,0,1,0,0,0,0,0,1,2,2,0,0,1,1,0,0,2,0,0,0,2,2,0,0
"172","Chile","Mediocampo","-MC-",166,63,"Marcelo","Díaz",1986-12-29 19:00:00,11,"M(C)","Midfielder (Center)","Marcelo Díaz",27,1,0,0,0,0,0,0,0,36,30,0,2,3,2,3,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"167","Chile","Mediocampo","-MC-",178,80,"Francisco","Silva",1986-02-10 19:00:00,6,"M(C)","Midfielder (Center)","Francisco Silva",28,1,0,0,0,0,0,0,0,36,30,2,2,1,4,2,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,6,2,0,0
"357","Ghana","Mediocampo","-AML-AMR-",185,73,"Albert","Adomah",1987-12-12 19:00:00,12,"AM(LR)","Attacking Midfielder (Left, Right)","Albert Adomah",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528","Mexico","Arquero",NA,178,82,"Jose de Jesús","Corona",1981-01-25 19:00:00,22,"GK","Goalkeeper","Jose de Jesús Corona",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Mexico","Mediocampo",NA,170,65,"Marco","Fabián",1989-07-20 19:00:00,12,"M","Midfielder","Marco Fabián",24,0,1,0,0,0,0,0,0,5,5,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"346","Ghana","Defensa",NA,171,67,"Harrison","Afful",1986-07-23 19:00:00,1,"D","Defender","Harrison Afful",27,1,0,0,0,0,0,0,1,49,38,2,0,3,6,0,0,2,0,0,0,0,0,2,0,1,0,2,2,4,2,5,4,1,0
"349","Ghana","Mediocampo","-MC-ML-",178,78,"Kwadwo","Asamoah",1988-12-08 19:00:00,4,"M(CL)","Midfielder (Center, Left)","Kwadwo Asamoah",25,1,0,0,0,0,0,0,0,48,39,0,0,1,5,0,0,1,0,0,0,1,0,0,1,3,0,1,0,2,1,8,4,0,0
"690","Switzerland","Arquero","-GK-",182,79,"Yann","Sommer",1988-12-16 19:00:00,23,"GK","Goalkeeper","Yann Sommer",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","Costa Rica","Defensa","-DR-",173,70,"Cristian","Gamboa",1989-10-23 19:00:00,7,"D(R)","Defender (Right)","Cristian Gamboa",24,1,0,0,0,0,0,0,0,26,19,0,1,4,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0
"269","Ecuador","Delantero",NA,173,65,"Joao","Rojas",1989-06-13 19:00:00,16,"FW","Forward","Joao Rojas",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681","Switzerland","Mediocampo","-AML-",179,72,"Valentin","Stocker",1989-04-11 19:00:00,14,"AM(L)","Attacking Midfielder (Left)","Valentin Stocker",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Bosnia-Herzegovina","Mediocampo",NA,184,73,"Anel","Hadzic",1989-08-15 19:00:00,18,"M","Midfielder","Anel Hadzic",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","Ecuador","Mediocampo","-DMC-",183,79,"Tilson Oswaldo","Minda",1983-07-25 19:00:00,9,"DM(C)","Defensive Midfielder (Center)","Oswaldo Minda",30,1,0,1,0,0,0,0,0,40,31,1,2,2,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,4,3,0,0
"597","Portugal","Mediocampo","-FW-",170,66,"Rafael Alexandre Fernandes","Ferreira da Silva",1993-05-16 19:00:00,22,"FW","Forward","Rafa",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Brazil","Mediocampo","-MC-",181,77,"José Paulo","Bezerra Maciel Júnior",1988-07-24 19:00:00,11,"M(C)","Midfielder (Center)","Paulinho",25,1,0,0,0,0,0,0,0,28,22,0,1,1,0,2,0,1,0,1,1,0,0,1,1,0,1,0,2,0,0,1,1,0,0
"178","Chile","Arquero",NA,185,75,"Cristopher","Toselli",1988-06-14 19:00:00,17,"GK","Goalkeeper","Cristopher Toselli",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Colombia","Arquero","-GK-",183,80,"David","Ospina",1988-08-30 19:00:00,9,"GK","Goalkeeper","David Ospina",25,1,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0
"484","Japan","Defensa","-DR-",176,62,"Atsuto","Uchida",1988-03-26 19:00:00,1,"D(R)","Defender (Right)","Atsuto Uchida",26,1,0,0,0,0,0,0,0,37,31,2,2,4,3,1,0,1,1,1,0,0,0,1,1,1,0,1,0,6,0,6,4,0,0
"503","Japan","Defensa",NA,179,73,"Masahiko","Inoha",1985-08-27 19:00:00,20,"D","Defender","Masahiko Inoha",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","Germany","Mediocampo","-AMC-AML-AMR-FW-",186,75,"Thomas","Müller",1989-09-12 19:00:00,1,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Thomas Müller",24,1,0,0,0,0,0,0,1,26,21,1,3,1,0,2,0,0,1,1,0,1,0,2,0,1,1,0,0,4,2,1,0,0,0
"485","Japan","Defensa","-DL-DR-ML-MR-",170,65,"Yuto","Nagatomo",1986-09-11 19:00:00,2,"D(LR),M(LR)","Defender (Left, Right) / Midfielder (Left, Right)","Yuto Nagatomo",27,1,0,0,0,0,0,0,0,42,38,0,1,0,4,0,0,1,0,0,0,0,0,3,2,1,0,1,1,13,4,3,1,0,0
"488","Japan","Defensa","-DC-",189,78,"Maya","Yoshida",1988-08-23 19:00:00,5,"D(C)","Defender (Center)","Maya Yoshida",25,1,0,0,0,0,0,0,0,61,52,6,2,0,1,3,1,8,0,2,0,0,0,0,0,0,0,1,0,0,0,8,3,0,0
"505","Japan","Arquero",NA,183,81,"Shusaku","Nishikawa",1986-06-17 19:00:00,22,"GK","Goalkeeper","Shusaku Nishikawa",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","Japan","Arquero","-GK-",185,78,"Eiji","Kawashima",1983-03-19 19:00:00,4,"GK","Goalkeeper","Eiji Kawashima",31,1,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0
"644","South Korea","Defensa",NA,188,85,"Tae-Hwi","Kwak",1981-07-07 19:00:00,23,"D","Defender","Kwak Tae-Hwi",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Iran","Mediocampo",NA,176,74,"Ehsan","Hajsafi",1990-02-24 19:00:00,10,"M","Midfielder","Ehsan Hajsafi",24,1,0,1,0,0,0,0,0,15,12,-1,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,-1,5,3,0,0
"436","Iran","Arquero",NA,184,80,"Rahman","Ahmadi",1980-07-29 19:00:00,22,"GK","Goalkeeper","Rahman Ahmadi",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","Iran","Defensa",NA,184,80,"Jalal","Hosseini",1982-02-02 19:00:00,6,"D","Defender","Jalal Hosseini",32,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,7,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"435","Iran","Delantero",NA,186,77,"Kirim","Ansarifard",1990-04-02 19:00:00,21,"FW","Forward","Kirim Ansarifard",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Algeria","Defensa",NA,187,77,"Rafik","Halliche",1986-09-01 19:00:00,4,"D","Defender","Rafik Halliche",27,1,0,0,0,0,0,1,0,45,38,5,5,2,2,0,1,11,2,2,2,1,0,0,0,0,0,0,0,0,0,9,4,0,0
"145","Cameroon","Mediocampo","-MC-",178,70,"Eyong","Enoh",1986-03-22 19:00:00,7,"M(C)","Midfielder (Center)","Eyong Enoh",28,1,0,0,0,0,0,0,0,26,22,0,1,3,0,3,0,1,2,1,0,0,0,1,2,2,0,1,0,0,0,3,2,0,0
"392","Honduras","Defensa","-DC-DL-ML-",182,85,"Maynor","Figueroa",1983-05-01 19:00:00,1,"D(CL),M(L)","Defender (Center, Left) / Midfielder (Left)","Maynor Figueroa",31,1,0,0,0,0,0,0,0,45,32,6,2,3,4,1,0,9,1,2,0,0,0,0,0,1,0,0,0,1,0,11,6,0,0
"735","USA","Arquero","-GK-",176,84,"Nick","Rimando",1979-06-16 19:00:00,22,"GK","Goalkeeper","Nick Rimando",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721","USA","Defensa","-DL-DMC-DR-",191,84,"Geoff","Cameron",1985-07-10 19:00:00,8,"D(LR),DM(C)","Defender (Left, Right) / Defensive Midfielder (Center)","Geoff Cameron",28,1,0,0,0,0,0,0,0,28,24,2,0,2,2,1,0,6,0,0,0,2,0,0,1,1,0,0,2,0,0,4,4,0,0
"611","Russia","Mediocampo","-MC-ML-MR-",179,70,"Alan","Dzagoev",1990-06-16 19:00:00,13,"M(CLR)","Midfielder (Center, Left, Right)","Alan Dzagoev",24,0,1,0,0,0,0,0,0,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"404","Honduras","Mediocampo","-MC-ML-",181,73,"Roger","Espinoza",1986-10-24 19:00:00,13,"M(CL)","Midfielder (Center, Left)","Roger Espinoza",27,1,0,0,0,0,0,0,0,34,31,0,4,1,5,2,0,0,2,3,0,0,0,1,2,0,0,1,3,1,0,1,1,0,0
"286","England","Delantero","-AMC-AML-AMR-FW-",185,73,"Danny","Welbeck",1990-11-25 19:00:00,10,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Danny Welbeck",23,1,0,1,0,0,0,0,0,22,15,1,1,3,1,1,0,2,1,0,0,0,0,0,1,2,0,1,3,0,0,0,0,0,0
"523","Mexico","Arquero",NA,188,85,"Alfredo","Talavera",1982-09-17 19:00:00,17,"GK","Goalkeeper","Alfredo Talavera",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Costa Rica","Delantero",NA,179,72,"Marcos","Ureña",1990-03-04 19:00:00,12,"FW","Forward","Marcos Ureña",24,0,1,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
"686","Switzerland","Defensa",NA,185,79,"Michael","Lang",1991-02-07 19:00:00,19,"D","Defender","Michael Lang",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734","USA","Mediocampo",NA,184,68,"Mikkel","Diskerud",1990-10-01 19:00:00,21,"M","Midfielder","Mix Diskerud",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","Japan","Mediocampo","-AMC-AMR-",172,66,"Hiroshi","Kiyotake",1989-11-11 19:00:00,18,"AM(CR)","Attacking Midfielder (Center, Right)","Hiroshi Kiyotake",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","Algeria","Delantero",NA,182,75,"El Arbi","Soudani",1987-11-24 19:00:00,13,"FW","Forward","Soudani",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","Brazil","Arquero","-GK-",193,84,"Victor Leandro","Bagy",1983-01-20 19:00:00,23,"GK","Goalkeeper","Victor",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","Brazil","Defensa","-DC-DR-",187,84,"Henrique","Adriano Buss",1986-10-13 19:00:00,19,"D(CR)","Defender (Center, Right)","Henrique",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","Russia","Mediocampo","-DR-",182,75,"Aleksei","Kozlov",1986-12-24 19:00:00,7,"D(R)","Defender (Right)","Aleksei Kozlov",27,1,0,1,0,0,0,0,0,21,17,1,0,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0
"358","Ghana","Mediocampo","-DMC-",187,70,"Mohammed","Rabiu",1989-12-30 19:00:00,13,"DM(C)","Defensive Midfielder (Center)","Mohammed Rabiu",24,1,0,1,0,0,0,0,0,25,21,1,1,0,2,3,0,2,2,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0
"221","Costa Rica","Mediocampo",NA,177,71,"Michael","Barrantes",1983-10-03 19:00:00,14,"M","Midfielder","Michael Barrantes",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Brazil","Mediocampo","-AMC-AML-AMR-",179,67,"Oscar","dos Santos Emboada Junior",1991-09-08 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Oscar",22,1,0,1,0,0,0,0,0,38,31,1,0,8,1,0,0,1,0,2,1,0,0,1,1,1,0,2,3,3,1,4,3,0,0
"274","Ecuador","Arquero",NA,183,90,"Máximo","Banguera",1985-12-15 19:00:00,21,"GK","Goalkeeper","Máximo Banguera",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
